California-California Common Core State Standards Mathematics,"3,2,1,K",D2513639,##-CA.MA.K-3,"Senate Bill 1200, Statutes of 2012, called for modification of the California additions to the Common Core State Standards for Mathematics. The California Common Core State Standards: Mathematics (CA CCSSM) were modified January 16, 2013, following the recommendation of State Superintendent of Public Instruction (SSPI) Tom Torlakson.",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,,TLO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513641,MP.1,Make sense of problems and persevere in solving them.,Standard,ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513642,MP.2,Reason abstractly and quantitatively.,Standard,ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513643,MP.3,Construct viable arguments and critique the reasoning of others.,Standard,ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513644,MP.4,Model with mathematics.,Standard,ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513645,MP.5,Use appropriate tools strategically.,Standard,ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513646,MP.6,Attend to precision.,Standard,ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513647,MP.7,Look for and make use of structure.,Standard,ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",S2513640,##-CA.MA.K-3.SFMP,Standards for Mathematical Practice,S2513648,MP.8,Look for and express regularity in repeated reasoning.,Standard,ELO
California-California Common Core State Standards Mathematics,K,D2513639,##-CA.MA.K-3,"Senate Bill 1200, Statutes of 2012, called for modification of the California additions to the Common Core State Standards for Mathematics. The California Common Core State Standards: Mathematics (CA CCSSM) were modified January 16, 2013, following the recommendation of State Superintendent of Public Instruction (SSPI) Tom Torlakson.",S2513649,##-CA.MA.K.CAC,Counting and Cardinality,Domain,TLO
California-California Common Core State Standards Mathematics,K,S2513649,##-CA.MA.K.CAC,Counting and Cardinality,S2513650,##-CA.MA.K.CAC.A,Know number names and the count sequence.,Cluster,ELO
California-California Common Core State Standards Mathematics,K,S2513650,##-CA.MA.K.CAC.A,Know number names and the count sequence.,S2513651,K.CC.1,Count to 100 by ones and by tens.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513650,##-CA.MA.K.CAC.A,Know number names and the count sequence.,S2513652,K.CC.2,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513650,##-CA.MA.K.CAC.A,Know number names and the count sequence.,S2513653,K.CC.3,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513649,##-CA.MA.K.CAC,Counting and Cardinality,S2513654,##-CA.MA.K.CAC.B,Count to tell the number of objects.,Cluster,ELO
California-California Common Core State Standards Mathematics,K,S2513654,##-CA.MA.K.CAC.B,Count to tell the number of objects.,S2513655,K.CC.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513655,K.CC.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,S2513656,K.CC.4.a,"When counting objects, say the number names in the standard order, pairing each object with one and only one number name and each number name with one and only one object.",Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513655,K.CC.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,S2513657,K.CC.4.b,Understand that the last number name said tells the number of objects counted. The number of objects is the same regardless of their arrangement or the order in which they were counted.,Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513655,K.CC.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,S2513658,K.CC.4.c,Understand that each successive number name refers to a quantity that is one larger.,Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513654,##-CA.MA.K.CAC.B,Count to tell the number of objects.,S2513659,K.CC.5,"Count to answer ""how many?"" questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1—20, count out that many objects.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513649,##-CA.MA.K.CAC,Counting and Cardinality,S2513660,##-CA.MA.K.CAC.C,Compare numbers.,Cluster,ELO
California-California Common Core State Standards Mathematics,K,S2513660,##-CA.MA.K.CAC.C,Compare numbers.,S2513661,K.CC.6,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513660,##-CA.MA.K.CAC.C,Compare numbers.,S2513662,K.CC.7,Compare two numbers between 1 and 10 presented as written numerals.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",D2513639,##-CA.MA.K-3,"Senate Bill 1200, Statutes of 2012, called for modification of the California additions to the Common Core State Standards for Mathematics. The California Common Core State Standards: Mathematics (CA CCSSM) were modified January 16, 2013, following the recommendation of State Superintendent of Public Instruction (SSPI) Tom Torlakson.",S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,Domain,TLO
California-California Common Core State Standards Mathematics,K,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513664,##-CA.MA.K.OAAT.A,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.",Cluster,ELO
California-California Common Core State Standards Mathematics,K,S2513664,##-CA.MA.K.OAAT.A,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.",S2513665,K.OA.1,"Represent addition and subtraction with objects, fingers, mental images, drawings, sounds (e.g., claps), acting out situations, verbal explanations, expressions, or equations.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513664,##-CA.MA.K.OAAT.A,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.",S2513666,K.OA.2,"Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513664,##-CA.MA.K.OAAT.A,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.",S2513667,K.OA.3,"Decompose numbers less than or equal to 10 into pairs in more than one way, e.g., by using objects or drawings, and record each decomposition by a drawing or equation (e.g., 5 = 2 + 3 and 5 = 4 + 1).",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513664,##-CA.MA.K.OAAT.A,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.",S2513668,K.OA.4,"For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings, and record the answer with a drawing or equation.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,K,S2513664,##-CA.MA.K.OAAT.A,"Understand addition as putting together and adding to, and understand subtraction as taking apart and taking from.",S2513669,K.OA.5,Fluently add and subtract within 5.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513670,##-CA.MA.1.OAAT.A,Represent and solve problems involving addition and subtraction.,Cluster,ELO
California-California Common Core State Standards Mathematics,1,S2513670,##-CA.MA.1.OAAT.A,Represent and solve problems involving addition and subtraction.,S2513671,1.OA.1,"Use addition and subtraction within 20 to solve word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513670,##-CA.MA.1.OAAT.A,Represent and solve problems involving addition and subtraction.,S2513672,1.OA.2,"Solve word problems that call for addition of three whole numbers whose sum is less than or equal to 20, e.g., by using objects, drawings, and equations with a symbol for the unknown number to represent the problem.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513675,##-CA.MA.1.OAAT.B,Understand and apply properties of operations and the relationship between addition and subtraction.,Cluster,ELO
California-California Common Core State Standards Mathematics,1,S2513675,##-CA.MA.1.OAAT.B,Understand and apply properties of operations and the relationship between addition and subtraction.,S2513676,1.OA.3,Apply properties of operations as strategies to add and subtract.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513675,##-CA.MA.1.OAAT.B,Understand and apply properties of operations and the relationship between addition and subtraction.,S2513677,1.OA.4,Understand subtraction as an unknown-addend problem.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513678,##-CA.MA.1.OAAT.C,Add and subtract within 20.,Cluster,ELO
California-California Common Core State Standards Mathematics,1,S2513678,##-CA.MA.1.OAAT.C,Add and subtract within 20.,S2513679,1.OA.5,"Relate counting to addition and subtraction (e.g., by counting on 2 to add 2).",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513678,##-CA.MA.1.OAAT.C,Add and subtract within 20.,S2513680,1.OA.6,"Add and subtract within 20, demonstrating fluency for addition and subtraction within 10. Use strategies such as counting on; making ten (e.g., 8 + 6 = 8 + 2 + 4 = 10 + 4 = 14); decomposing a number leading to a ten (e.g., 13 - 4 = 13 - 3 - 1 = 10 - 1 = 9); using the relationship between addition and subtraction (e.g., knowing that 8 + 4 = 12, one knows 12 - 8 = 4); and creating equivalent but easier or known sums (e.g., adding 6 + 7 by creating the known equivalent 6 + 6 + 1 = 12 + 1 = 13).",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513683,##-CA.MA.1.OAAT.D,Work with addition and subtraction equations.,Cluster,ELO
California-California Common Core State Standards Mathematics,1,S2513683,##-CA.MA.1.OAAT.D,Work with addition and subtraction equations.,S2513684,1.OA.7,"Understand the meaning of the equal sign, and determine if equations involving addition and subtraction are true or false.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513683,##-CA.MA.1.OAAT.D,Work with addition and subtraction equations.,S2513685,1.OA.8,Determine the unknown whole number in an addition or subtraction equation relating three whole numbers.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513673,##-CA.MA.2.OAAT.A,Represent and solve problems involving addition and subtraction.,Cluster,ELO
California-California Common Core State Standards Mathematics,2,S2513673,##-CA.MA.2.OAAT.A,Represent and solve problems involving addition and subtraction.,S2513674,2.OA.1,"Use addition and subtraction within 100 to solve one- and two-step word problems involving situations of adding to, taking from, putting together, taking apart, and comparing, with unknowns in all positions, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513681,##-CA.MA.2.OAAT.B,Add and subtract within 20.,Cluster,ELO
California-California Common Core State Standards Mathematics,2,S2513681,##-CA.MA.2.OAAT.B,Add and subtract within 20.,S2513682,2.OA.2,"Fluently add and subtract within 20 using mental strategies. By end of Grade 2, know from memory all sums of two one-digit numbers.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513686,##-CA.MA.2.OAAT.C,Work with equal groups of objects to gain foundations for multiplication.,Cluster,ELO
California-California Common Core State Standards Mathematics,2,S2513686,##-CA.MA.2.OAAT.C,Work with equal groups of objects to gain foundations for multiplication.,S2513687,2.OA.3,"Determine whether a group of objects (up to 20) has an odd or even number of members, e.g., by pairing objects or counting them by 2s; write an equation to express an even number as a sum of two equal addends.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513686,##-CA.MA.2.OAAT.C,Work with equal groups of objects to gain foundations for multiplication.,S2513688,2.OA.4,Use addition to find the total number of objects arranged in rectangular arrays with up to 5 rows and up to 5 columns; write an equation to express the total as a sum of equal addends.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513689,##-CA.MA.3.OAAT.A,Represent and solve problems involving multiplication and division.,Cluster,ELO
California-California Common Core State Standards Mathematics,3,S2513689,##-CA.MA.3.OAAT.A,Represent and solve problems involving multiplication and division.,S2513690,3.OA.1,"Interpret products of whole numbers, e.g., interpret 5 × 7 as the total number of objects in 5 groups of 7 objects each.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513689,##-CA.MA.3.OAAT.A,Represent and solve problems involving multiplication and division.,S2513691,3.OA.2,"Interpret whole-number quotients of whole numbers, e.g., interpret 56 ÷ 8 as the number of objects in each share when 56 objects are partitioned equally into 8 shares, or as a number of shares when 56 objects are partitioned into equal shares of 8 objects each.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513689,##-CA.MA.3.OAAT.A,Represent and solve problems involving multiplication and division.,S2513692,3.OA.3,"Use multiplication and division within 100 to solve word problems in situations involving equal groups, arrays, and measurement quantities, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513689,##-CA.MA.3.OAAT.A,Represent and solve problems involving multiplication and division.,S2513693,3.OA.4,Determine the unknown whole number in a multiplication or division equation relating three whole numbers.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513694,##-CA.MA.3.OAAT.B,Understand properties of multiplication and the relationship between multiplication and division.,Cluster,ELO
California-California Common Core State Standards Mathematics,3,S2513694,##-CA.MA.3.OAAT.B,Understand properties of multiplication and the relationship between multiplication and division.,S2513695,3.OA.5,Apply properties of operations as strategies to multiply and divide.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513694,##-CA.MA.3.OAAT.B,Understand properties of multiplication and the relationship between multiplication and division.,S2513696,3.OA.6,Understand division as an unknown-factor problem.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513697,##-CA.MA.3.OAAT.C,Multiply and divide within 100.,Cluster,ELO
California-California Common Core State Standards Mathematics,3,S2513697,##-CA.MA.3.OAAT.C,Multiply and divide within 100.,S2513698,3.OA.7,"Fluently multiply and divide within 100, using strategies such as the relationship between multiplication and division (e.g., knowing that 8 × 5 = 40, one knows 40 ÷ 5 = 8) or properties of operations. By the end of Grade 3, know from memory all products of two one-digit numbers.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513699,##-CA.MA.3.OAAT.D,"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",Cluster,ELO
California-California Common Core State Standards Mathematics,3,S2513699,##-CA.MA.3.OAAT.D,"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",S2513700,3.OA.8,Solve two-step word problems using the four operations. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,3,S2513699,##-CA.MA.3.OAAT.D,"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",S2513701,3.OA.9,"Identify arithmetic patterns (including patterns in the addition table or multiplication table), and explain them using properties of operations.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,4,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513702,##-CA.MA.4.OAAT.A,Use the four operations with whole numbers to solve problems.,Cluster,ELO
California-California Common Core State Standards Mathematics,4,S2513702,##-CA.MA.4.OAAT.A,Use the four operations with whole numbers to solve problems.,S2513703,4.OA.1,"Interpret a multiplication equation as a comparison, e.g., interpret 35 = 5 × 7 as a statement that 35 is 5 times as many as 7 and 7 times as many as 5. Represent verbal statements of multiplicative comparisons as multiplication equations.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,4,S2513702,##-CA.MA.4.OAAT.A,Use the four operations with whole numbers to solve problems.,S2513704,4.OA.2,"Multiply or divide to solve word problems involving multiplicative comparison, e.g., by using drawings and equations with a symbol for the unknown number to represent the problem, distinguishing multiplicative comparison from additive comparison.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,4,S2513702,##-CA.MA.4.OAAT.A,Use the four operations with whole numbers to solve problems.,S2513705,4.OA.3,"Solve multistep word problems posed with whole numbers and having whole-number answers using the four operations, including problems in which remainders must be interpreted. Represent these problems using equations with a letter standing for the unknown quantity. Assess the reasonableness of answers using mental computation and estimation strategies including rounding.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,4,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513706,##-CA.MA.4.OAAT.B,Gain familiarity with factors and multiples.,Cluster,ELO
California-California Common Core State Standards Mathematics,4,S2513706,##-CA.MA.4.OAAT.B,Gain familiarity with factors and multiples.,S2513707,4.OA.4,Find all factor pairs for a whole number in the range 1—100. Recognize that a whole number is a multiple of each of its factors. Determine whether a given whole number in the range 1—100 is a multiple of a given one-digit number. Determine whether a given whole number in the range 1—100 is prime or composite.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,4,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513708,##-CA.MA.4.OAAT.C,Generate and analyze patterns.,Cluster,ELO
California-California Common Core State Standards Mathematics,4,S2513708,##-CA.MA.4.OAAT.C,Generate and analyze patterns.,S2513709,4.OA.5,Generate a number or shape pattern that follows a given rule. Identify apparent features of the pattern that were not explicit in the rule itself.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,5,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513710,##-CA.MA.5.OAAT.A,Write and interpret numerical expressions.,Cluster,ELO
California-California Common Core State Standards Mathematics,5,S2513710,##-CA.MA.5.OAAT.A,Write and interpret numerical expressions.,S2513711,5.OA.1,"Use parentheses, brackets, or braces in numerical expressions, and evaluate expressions with these symbols.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,5,S2513710,##-CA.MA.5.OAAT.A,Write and interpret numerical expressions.,S2513712,5.OA.2,"Write simple expressions that record calculations with numbers, and interpret numerical expressions without evaluating them.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,5,S2513710,##-CA.MA.5.OAAT.A,Write and interpret numerical expressions.,S2516574,5.OA.2.1,"Express a whole number in the range 2–50 as a product of its prime factors. For example, find the prime factors of 24 and express 24 as 2 × 2 × 2 × 3.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,5,S2513663,##-CA.MA.K-3.OAAT,Operations and Algebraic Thinking,S2513713,##-CA.MA.5.OAAT.B,Analyze patterns and relationships.,Cluster,ELO
California-California Common Core State Standards Mathematics,5,S2513713,##-CA.MA.5.OAAT.B,Analyze patterns and relationships.,S2513714,5.OA.3,"Generate two numerical patterns using two given rules. Identify apparent relationships between corresponding terms. Form ordered pairs consisting of corresponding terms from the two patterns, and graph the ordered pairs on a coordinate plane.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,"3,2,1,K",D2513639,##-CA.MA.K-3,"Senate Bill 1200, Statutes of 2012, called for modification of the California additions to the Common Core State Standards for Mathematics. The California Common Core State Standards: Mathematics (CA CCSSM) were modified January 16, 2013, following the recommendation of State Superintendent of Public Instruction (SSPI) Tom Torlakson.",S2513715,##-CA.MA.K-3.NAOIBT,Number and Operations in Base Ten,Domain,TLO
California-California Common Core State Standards Mathematics,K,S2513715,##-CA.MA.K-3.NAOIBT,Number and Operations in Base Ten,S2513716,##-CA.MA.K.NAOIBT.A,Work with numbers 11—19 to gain foundations for place value.,Cluster,ELO
California-California Common Core State Standards Mathematics,K,S2513716,##-CA.MA.K.NAOIBT.A,Work with numbers 11—19 to gain foundations for place value.,S2513717,K.NBT.1,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (e.g., 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513715,##-CA.MA.K-3.NAOIBT,Number and Operations in Base Ten,S2513733,##-CA.MA.1.NAOIBT.A,Use place value understanding and properties of operations to add and subtract.,Cluster,ELO
California-California Common Core State Standards Mathematics,1,S2513733,##-CA.MA.1.NAOIBT.A,Use place value understanding and properties of operations to add and subtract.,S2513734,1.NBT.4,"Add within 100, including adding a two-digit number and a one-digit number, and adding a two-digit number and a multiple of 10, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used. Understand that in adding two-digit numbers, one adds tens and tens, ones and ones; and sometimes it is necessary to compose a ten.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513733,##-CA.MA.1.NAOIBT.A,Use place value understanding and properties of operations to add and subtract.,S2513735,1.NBT.5,"Given a two-digit number, mentally find 10 more or 10 less than the number, without having to count; explain the reasoning used.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513733,##-CA.MA.1.NAOIBT.A,Use place value understanding and properties of operations to add and subtract.,S2513736,1.NBT.6,"Subtract multiples of 10 in the range 10-90 from multiples of 10 in the range 10-90 (positive or zero differences), using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method and explain the reasoning used.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513715,##-CA.MA.K-3.NAOIBT,Number and Operations in Base Ten,S2513718,##-CA.MA.1.NAOIBT.B,Extend the counting sequence.,Cluster,ELO
California-California Common Core State Standards Mathematics,1,S2513718,##-CA.MA.1.NAOIBT.B,Extend the counting sequence.,S2513719,1.NBT.1,"Count to 120, starting at any number less than 120. In this range, read and write numerals and represent a number of objects with a written numeral.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513715,##-CA.MA.K-3.NAOIBT,Number and Operations in Base Ten,S2513720,##-CA.MA.1.NAOIBT.C,Understand place value.,Cluster,ELO
California-California Common Core State Standards Mathematics,1,S2513720,##-CA.MA.1.NAOIBT.C,Understand place value.,S2513721,1.NBT.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513721,1.NBT.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,S2513722,1.NBT.2.a,"10 can be thought of as a bundle of ten ones — called a ""ten.""",Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513721,1.NBT.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,S2513723,1.NBT.2.b,"The numbers from 11 to 19 are composed of a ten and one, two, three, four, five, six, seven, eight, or nine ones.",Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513721,1.NBT.2,Understand that the two digits of a two-digit number represent amounts of tens and ones. Understand the following as special cases:,S2513724,1.NBT.2.c,"The numbers 10, 20, 30, 40, 50, 60, 70, 80, 90 refer to one, two, three, four, five, six, seven, eight, or nine tens (and 0 ones).",Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,1,S2513720,##-CA.MA.1.NAOIBT.C,Understand place value.,S2513725,1.NBT.3,"Compare two two-digit numbers based on meanings of the tens and ones digits, recording the results of comparisons with the symbols >, =, and <.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513715,##-CA.MA.K-3.NAOIBT,Number and Operations in Base Ten,S2513726,##-CA.MA.2.NAOIBT.A,Understand place value.,Cluster,ELO
California-California Common Core State Standards Mathematics,2,S2513726,##-CA.MA.2.NAOIBT.A,Understand place value.,S2513727,2.NBT.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513727,2.NBT.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",S2513728,2.NBT.1.a,"100 can be thought of as a bundle of ten tens — called a ""hundred.""",Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513727,2.NBT.1,"Understand that the three digits of a three-digit number represent amounts of hundreds, tens, and ones; e.g., 706 equals 7 hundreds, 0 tens, and 6 ones. Understand the following as special cases:",S2513729,2.NBT.1.b,"The numbers 100, 200, 300, 400, 500, 600, 700, 800, 900 refer to one, two, three, four, five, six, seven, eight, or nine hundreds (and 0 tens and 0 ones).",Component,SUB_SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513726,##-CA.MA.2.NAOIBT.A,Understand place value.,S2513730,2.NBT.2,"Count within 1000; skip-count by 2s, 5s, 10s, and 100s.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513726,##-CA.MA.2.NAOIBT.A,Understand place value.,S2513731,2.NBT.3,"Read and write numbers to 1000 using base-ten numerals, number names, and expanded form.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513726,##-CA.MA.2.NAOIBT.A,Understand place value.,S2513732,2.NBT.4,"Compare two three-digit numbers based on meanings of the hundreds, tens, and ones digits, using >, =, and < symbols to record the results of comparisons.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513715,##-CA.MA.K-3.NAOIBT,Number and Operations in Base Ten,S2513737,##-CA.MA.2.NAOIBT.B,Use place value understanding and properties of operations to add and subtract.,Cluster,ELO
California-California Common Core State Standards Mathematics,2,S2513737,##-CA.MA.2.NAOIBT.B,Use place value understanding and properties of operations to add and subtract.,S2513738,2.NBT.5,"Fluently add and subtract within 100 using strategies based on place value, properties of operations, and/or the relationship between addition and subtraction.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513737,##-CA.MA.2.NAOIBT.B,Use place value understanding and properties of operations to add and subtract.,S2513739,2.NBT.6,Add up to four two-digit numbers using strategies based on place value and properties of operations.,Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513737,##-CA.MA.2.NAOIBT.B,Use place value understanding and properties of operations to add and subtract.,S2513740,2.NBT.7,"Add and subtract within 1000, using concrete models or drawings and strategies based on place value, properties of operations, and/or the relationship between addition and subtraction; relate the strategy to a written method. Understand that in adding or subtracting three-digit numbers, one adds or subtracts hundreds and hundreds, tens and tens, ones and ones; and sometimes it is necessary to compose or decompose tens or hundreds.",Standard,SUB_ELO
California-California Common Core State Standards Mathematics,2,S2513737,##-CA.MA.2.NAOIBT.B,Use place value understanding and properties of operations to add and subtract.,S2513741,2.NBT.8,"Mentally add 10 or 100 to a given number 100—900, and mentally subtract 10 or 100 from a given number 100—900.",Standard,SUB_ELO
